site,category,site_product_type,site_tags,product_title,variant_title,form_factor,form_factor_description,price_usd,weight_grams,price_per_gram,year,in_stock,product_url
King Tea Mall,Oolong,,Taiwan Oolong,"[New Benchmark] 2025 Spring Taiwan Oolong ""A Li Shan"" (Alishan), Medium Roasted, A+++ Grade, High Moutain.",100g,Other/Unspecified,Could not tell from the title - check manually,19.99,100.0,0.1999,2025,False,https://kingteamall.com/products/new-benchmark-2025-spring-taiwan-oolong-a-li-shan-alishan-medium-roasted-a-grade-high-moutain
King Tea Mall,Other,,Puerh Ripe Tea Shou Cha,"2024 Xiaguan “60th Anniversary of China-France Diplomatic Relations Commemorative Tuo 7663 - Jingmai Mountain - Old Tree"" Tin Box Version, 100g Puerh Ripe Tea Shou / Shu Cha",Individual Tuo,Whole Cake,"A whole pressed tea cake, brick, or tuo",19.99,100.0,0.1999,2024,True,https://kingteamall.com/products/2024-xiaguan-xiao-fa-tuo-tin-box-version-100g-puerh-ripe-tea-shou-cha
King Tea Mall,White,,White Tea,"2017 YueTai ""Lao Bai Cha - Bai Mu Dan"" (Aged White Tea - White Peony) Cake 300g Fuding BaiCha, Fujian Province.",100g,Whole Cake,"A whole pressed tea cake, brick, or tuo",19.99,100.0,0.1999,2017,True,https://kingteamall.com/products/2017-yuetai-lao-bai-cha-bai-mu-dan-old-white-tea-baimudan-cake-300g-fuding-baicha-fujian-province
King Tea Mall,Raw Puer,,Puerh Raw Tea Sheng Cha,"2006 CNNP Puerh ""8001 - Jing Mai Gu Shu"" (8001 - Jingmai Old Tree) Cake 380g Puerh Sheng Cha Raw Tea",100g,Whole Cake,"A whole pressed tea cake, brick, or tuo",19.99,100.0,0.1999,2006,True,https://kingteamall.com/products/2006-cnnp-puerh-8011-jing-mai-gu-shu-8001-jingmai-old-tree-cake-357g-puerh-sheng-cha-raw-tea
King Tea Mall,Oolong,,FengHuang DanCong,"[Dec.02.2024 Updated] 2024 Early Spring FengHuang DanCong ""Lao Cong - Mi Lan Xiang"" (Old Bush - Honey Orchid Fragrance) A+++ Grade, Heavy Roasted Oolong, Loose Leaf Tea, Chaozhou",100g,Loose Leaf,Loose leaf tea,19.99,100.0,0.1999,2024,False,https://kingteamall.com/products/2024-early-spring-fenghuang-dancong-lao-cong-mi-lan-xiang-old-tree-honey-orchid-fragrance-a-grade-heavy-roasted-oolong-loose-leaf-tea-chaozhou
King Tea Mall,Heicha,,"Dark Tea, Liu Bao Tea","2014 Sanhe ""Liu Bao - Chen Nian Bing"" (Liubao - Aged Cake) 400g Liu Pao Tea, Dark Tea, Wuzhou, Guangxi Province, Three Cranes",100g,Whole Cake,"A whole pressed tea cake, brick, or tuo",19.99,100.0,0.1999,2014,True,https://kingteamall.com/products/2014-sanhe-chen-nian-bing-liubao-aged-cake-400g-liu-pao-tea-dark-tea-wuzhou-guangxi-province
King Tea Mall,Other,,Puerh Ripe Tea Shou Cha,"2020 LaoTongZhi ""Lao Cha Tou"" ( Old Tea Head - Loose Chunk) Puerh Ripe Tea Shou Cha",100g,Tong,A tong: a bundle of multiple whole cakes (commonly 5-7),19.99,100.0,0.1999,2020,True,https://kingteamall.com/products/2020-laotongzhi-lao-cha-tou-old-tea-head-loose-chunk-puerh-ripe-tea-shou-cha
King Tea Mall,Other,,Puerh Ripe Tea Shou Cha,"2012 LaoTongZhi ""9978"" 357g Cake Puerh Ripe Tea Shou Cha",100g,Tong,A tong: a bundle of multiple whole cakes (commonly 5-7),19.99,100.0,0.1999,2012,True,https://kingteamall.com/products/2011-xiaguan-lao-shu-sheng-tai-old-tree-organic-cake-6000g-puerh-raw-tea-sheng-cha
King Tea Mall,Oolong,,FengHuang DanCong,"2023 Spring FengHuang DanCong ""Ya Shi Xiang"" (Duck Poop Fragrance) A+++ Grade, Light-Medium Roasted Oolong, Loose Leaf Tea, Chaozhou",100g,Loose Leaf,Loose leaf tea,19.99,100.0,0.1999,2023,False,https://kingteamall.com/products/2023-spring-fenghuang-dancong-ya-shi-xiang-duck-poop-fragrance-a-grade-light-medium-roasted-oolong-loose-leaf-tea-chaozhou
King Tea Mall,Oolong,,FengHuang DanCong,"2023 Spring FengHuang DanCong ""Mi Lan Xiang"" (Honey Orchid Fragrance) A++++ Grade, Heavy Roasted Oolong, Loose Leaf Tea, Chaozhou",100g,Loose Leaf,Loose leaf tea,19.99,100.0,0.1999,2023,False,https://kingteamall.com/products/2023-spring-fenghuang-dancong-mi-lan-xiang-honey-orchid-fragrance-a-grade-heavy-roasted-oolong-loose-leaf-tea-chaozhou
King Tea Mall,Other,,Puerh Ripe Tea Shou Cha,"2022 XiaGuan ""Xiao Fa Tuo - Lan Biao"" (Xiaofa Tuo - Blue Label) Updated 7663 Recipe 100g Puerh Shou Cha Ripe Tea",Individual Tuo,Whole Cake,"A whole pressed tea cake, brick, or tuo",19.99,100.0,0.1999,2022,True,https://kingteamall.com/products/2022-xiaguan-xiao-fa-tuo-lan-biao-xiaofa-tuo-blue-label-updated-7663-recipe-100g-puerh-shou-cha-ripe-tea
King Tea Mall,Other,,"Dark Tea, Fu Tea","2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020 JingWei Fu Tea ""Jing Dian 1368"" (Classical 1368) Brick 900g Dark Tea, Fu Cha, ShaanXi",100g of 2012 yr.,Whole Cake,"A whole pressed tea cake, brick, or tuo",19.99,100.0,0.1999,2012,True,https://kingteamall.com/products/2011-2012-2013-2014-2015-2016-2017-2018-2019-2020-jingwei-fucha-shou-zhu-fu-zhuan-cha-handmade-fu-brick-1000g-dark-tea-shannxi
King Tea Mall,Other,,Puerh Ripe Tea Shou Cha,"2018 LaoTongZhi ""9908 - Cha Tou Lao Zhuan"" ( LaoChaTou Brick ) 500g Puerh Ripe Tea Shou Cha",100g from 2018,Tong,A tong: a bundle of multiple whole cakes (commonly 5-7),19.99,100.0,0.1999,2018,True,https://kingteamall.com/products/2018-laotongzhi-9908-brick-500g-puerh-ripe-tea-shou-cha
King Tea Mall,Raw Puer,,Puerh Raw Tea Sheng Cha,"2022 MengKu RongShi ""Chun Jian"" (Spring Bud) Cake 400g Puerh Raw Tea Sheng Cha",Sample 100g,Sample,Small sample-size portion of a tea,19.99,100.0,0.1999,2022,True,https://kingteamall.com/products/2005-changtai-lao-chen-de-cha-bu-lang-cake-400g-puerh-raw-tea-sheng-cha
King Tea Mall,Other,,Puerh Ripe Tea Shou Cha,"2005 MengKu RongShi ""Shou Bing - Jin Jiang"" (Ripe Cake - Golden Award) 150g Puerh Ripe Tea Shou / Shu Cha",Individual Cake,Whole Cake,"A whole pressed tea cake, brick, or tuo",29.99,150.0,0.1999,2005,False,https://kingteamall.com/products/2005-mengku-rongshi-shou-bing-ripe-cake-150g-puerh-ripe-tea-shou-shu-cha
King Tea Mall,Raw Puer,,Puerh Raw Tea Sheng Cha,"2021 MengKu RongShi ""Chun Jian"" (Spring Bud) Cake 400g Puerh Raw Tea Sheng Cha",100g,Whole Cake,"A whole pressed tea cake, brick, or tuo",19.99,100.0,0.1999,2021,True,https://kingteamall.com/products/2006-xiaguan-jia-ji-1st-grade-iron-cake-357g-puerh-raw-tea-sheng-cha
King Tea Mall,Other,,Puerh Ripe Tea Shou Cha,"2021 XiaGuan ""Xiao Fa Tuo - 7663 - 45 Years' Anniversary"" 100g Puerh Ripe Tea Shou Cha",Individual Tuo,Whole Cake,"A whole pressed tea cake, brick, or tuo",19.99,100.0,0.1999,2021,True,https://kingteamall.com/products/2021-xiaguan-xiao-fa-tuo-7663-45-years-anniversary-100g-puerh-ripe-tea-shou-cha
King Tea Mall,Heicha,,"Dark Tea, Fu Tea","2006 CNNP - LinXiang ""Fu Zhuan"" (Fu Brick) 300g Tea, Dark Tea, Fu Cha, Hunan Province.",100g,Whole Cake,"A whole pressed tea cake, brick, or tuo",19.99,100.0,0.1999,2006,True,https://kingteamall.com/products/2006-cnnp-linxiang-fu-zhuan-fu-brick-300g-tea-dark-tea-hunan-province
King Tea Mall,Heicha,,"Dark Tea, Liu Bao Tea","80's Wuzhou ""Liu Bao""(Liubao A+ Grade) 850g Loose Leaf Dark Tea, Guangxi Province.",100g,Loose Leaf,Loose leaf tea,19.99,100.0,0.1999,,False,https://kingteamall.com/products/80s-wuzhou-liu-baoliubao-a-grade-850g-loose-leaf-dark-tea-guangxi-province
King Tea Mall,Heicha,,"Dark Tea, Fu Tea","1999 CNNP - BaiShaXi ""Te Zhi - Fu Zhuan"" (Special - Fu Brick) 400g Tea, Dark Tea, Fu Cha, Hunan Province.",100g,Whole Cake,"A whole pressed tea cake, brick, or tuo",19.99,100.0,0.1999,1999,True,https://kingteamall.com/products/1999-cnnp-baishaxi-te-zhi-fu-zhuan-special-fu-brick-400g-tea-dark-tea-hunan-province
King Tea Mall,Heicha,,"Dark Tea, Fu Tea","1998 CNNP - BaiShaXi ""Te Zhi - Fu Zhuan"" (Special - Fu Brick) 800g Tea, Dark Tea, Hunan Province.",100g,Whole Cake,"A whole pressed tea cake, brick, or tuo",19.99,100.0,0.1999,1998,True,https://kingteamall.com/products/1998-cnnp-baishaxi-te-zhi-fu-zhuan-special-fu-brick-800g-tea-dark-tea-hunan-province
King Tea Mall,Raw Puer,,Puerh Raw Tea Sheng Cha,"2022 XingHai ""Wu Jin Hao"" (Dark Gold) Cake 357g Puerh Raw Tea Sheng Cha",100g,Whole Cake,"A whole pressed tea cake, brick, or tuo",19.99,100.0,0.1999,2022,True,https://kingteamall.com/products/2022-xinghai-wu-jin-hao-dark-gold-cake-357g-puerh-raw-tea-sheng-cha
King Tea Mall,Oolong,,WuYi YanCha (Cliff Oolong),"Spring ""Tie Luo Han"" (TieLuoHan, Mislabeled as DaHongPao) Medium-Heavy Roasted A++++ Grade Wuyi Yancha, Rock / Cliff Oolong Tea",100g,Other/Unspecified,Could not tell from the title - check manually,19.99,100.0,0.1999,,False,https://kingteamall.com/products/spring-tie-luo-han-medium-heavy-roasted-a-grade-wuyi-yancha-oolong-tea
King Tea Mall,Other,,"An Tea - Dark Tea, Dark Tea","2021 SunYiShun ""Qi Men - An Cha - Gong Jian""(Keemun - An Tea - Tribute Bud) 250g/Basket Dark Tea, Anhui Province",100g,Other/Unspecified,Could not tell from the title - check manually,19.99,100.0,0.1999,2021,True,https://kingteamall.com/products/2021-gongsunshun-qi-men-an-cha-gong-jiankeemun-ancha-tribute-bud-loose-leaf-dark-tea-anhui-province
King Tea Mall,Oolong,,TieGuanYin Oolong,"2022 Spring ""Ye Sheng - Tie Guan Yin"" (Wild - Tieguanyin) Oolong Tea",100g,Other/Unspecified,Could not tell from the title - check manually,19.99,100.0,0.1999,2022,False,https://kingteamall.com/products/2022-spring-ye-sheng-tie-guan-yin-wild-tieguanyin-a-grade-oolong-tea
King Tea Mall,Raw Puer,,"Puerh Raw Tea Sheng Cha, Specially Selected Factory Puerh Tea","2004 FengQing ""Da Shu Qing Bing"" (Big Tree Green Cake) 400g Puerh Raw Tea Sheng Cha",100g,Whole Cake,"A whole pressed tea cake, brick, or tuo",19.99,100.0,0.1999,2004,False,https://kingteamall.com/products/2004-fengqing-da-shu-qing-bing-big-tree-green-cake-400g-puerh-raw-tea-sheng-cha
King Tea Mall,Raw Puer,,Puerh Raw Tea Sheng Cha,"2010 LiMing ""Yue Chen Yue Xiang"" (The Older The Better) Cake 357g Puerh Raw Tea Sheng Cha",100g,Whole Cake,"A whole pressed tea cake, brick, or tuo",19.99,100.0,0.1999,2010,True,https://kingteamall.com/products/2010-liming-yue-chen-yue-xiang-the-older-the-better-cake-357g-puerh-raw-tea-sheng-cha
King Tea Mall,Green,loose leaf tea,Green Tea,"2022 Early Spring "" An Ji Bai Cha ""(AnJi BaiCha) A+ Grade Green Tea, Zhejiang Province.",100g,Other/Unspecified,Could not tell from the title - check manually,19.99,100.0,0.1999,2022,False,https://kingteamall.com/products/2022-early-spring-an-ji-bai-cha-anji-baicha-a-grade-green-tea-zhejiang-province
King Tea Mall,Oolong,,FengHuang DanCong,"2021 Winter FengHuang DanCong ""Xue Pian - Ya Shi Xiang"" (Snowflake - Duck Poop Fragrance) A++++ Grade Oolong, Medium-Roasted, Loose Leaf Tea, Chaozhou",100g,Loose Leaf,Loose leaf tea,19.99,100.0,0.1999,2021,False,https://kingteamall.com/products/2021-fenghuang-dancong-xue-pian-ya-shi-xiang-winter-snowflake-duck-poop-fragrance-a-oolong-loose-leaf-tea-chaozhou
King Tea Mall,Raw Puer,,"Puerh Raw Tea Sheng Cha, Specially Selected Factory Puerh Tea","2003 TuLinFengHuang ""10 Zhou Nian - Qian Ming "" (10th Year’s Commemoration of Recovery- Signed) Tuo 100g Puerh Sheng Cha Raw Tea",Individual Tuo 100g,Whole Cake,"A whole pressed tea cake, brick, or tuo",19.99,100.0,0.1999,2003,True,https://kingteamall.com/products/2003-tulinfenghuang-10-zhou-nian-qian-ming-10th-year-s-commemoration-of-recovery-signed-tuo-100g-puerh-sheng-cha-raw-tea
King Tea Mall,Other,,Puerh Ripe Tea Shou Cha,"2005 XingHai ""Yin Kong Que - Gu Shu Qiao Mu"" (Silvers Peacock - Menghai Old Arbor Tree) 501 Batch Cake 357g Puerh Ripe Tea Shou Cha",100g,Whole Cake,"A whole pressed tea cake, brick, or tuo",19.99,100.0,0.1999,2005,True,https://kingteamall.com/products/2006-xinghai-yin-kong-que-gu-shu-qiao-mu-silvers-peacock-menghai-old-arbor-tree-cake-357g-puerh-ripe-tea-shou-cha
King Tea Mall,Raw Puer,,Puerh Ripe Tea Shou Cha,"2021 XiaGuan ""Dan Ba Ge Lie - Bu Lang Gu Shu"" (Bulang Old Tree) Mushroom Tuo 250g Puerh Sheng Cha Raw Tea",100g,Whole Cake,"A whole pressed tea cake, brick, or tuo",19.99,100.0,0.1999,2021,True,https://kingteamall.com/products/2021-xiaguan-dan-ba-ge-lie-bu-lang-gu-shu-bulang-old-tree-mushroom-tuo-250g-puerh-sheng-cha-raw-tea
King Tea Mall,Oolong,,Taiwan Oolong,"2021 Spring ""Shan Lin Xi"" A+++ Grade Taiwan Oolong Tea",100g,Other/Unspecified,Could not tell from the title - check manually,19.99,100.0,0.1999,2021,False,https://kingteamall.com/products/2021-spring-shan-lin-xi-high-grade-taiwan-oolong-tea
King Tea Mall,Other,,Puerh Ripe Tea Shou Cha,"2006 XingHai ""Ya - Yi Wu Qiao Mu"" (Elegancy - Yiwu Arbor) Cake 400g Puerh Ripe Tea Shou Cha",100g,Whole Cake,"A whole pressed tea cake, brick, or tuo",19.99,100.0,0.1999,2006,True,https://kingteamall.com/products/2006-xinghai-lao-ban-zhang-old-banzhang-cake-357g-puerh-raw-tea-sheng-cha-的副本-的副本
King Tea Mall,Raw Puer,,Puerh Raw Tea Sheng Cha,2005 ChangTai “Heng Feng Yuan - Yi Chang Hao- Ban Na Tuo Cha” (Banna Tuo) 250g Puerh Ripe Tea Shou Cha,Sample 100g,Sample,Small sample-size portion of a tea,19.99,100.0,0.1999,2005,True,https://kingteamall.com/products/2005-changtai-heng-feng-yuan-yi-chang-hao-ban-na-tuo-cha-banna-tuo-250g-puerh-ripe-tea-shou-cha
King Tea Mall,Raw Puer,,"Puerh Raw Tea Sheng Cha, Specially Selected Factory Puerh Tea","2007 Nanjiang Fenghuang ""Yi Jia Nv Er Cha"" (Girl's Tea) 100g Tuo Puerh Sheng Cha Raw Tea",Individual Tuo,Whole Cake,"A whole pressed tea cake, brick, or tuo",19.99,100.0,0.1999,2007,False,https://kingteamall.com/products/2007-nanjiang-fenghuang-yi-jia-nv-er-cha-girls-tea-100g-tuo-puerh-sheng-cha-raw-tea
King Tea Mall,Oolong,,WuYi YanCha (Cliff Oolong),"2014  ""Da Hong Pao"" (Dahongpao) Heavily Roasted, A+ Wuyi Yancha Oolong Tea",100g,Other/Unspecified,Could not tell from the title - check manually,19.99,100.0,0.1999,2014,False,https://kingteamall.com/products/2014-da-hong-pao-dahongpaoheavy-roasted-wuyi-yancha-oolong-tea
King Tea Mall,Oolong,,WuYi YanCha (Cliff Oolong),"2008 Year ""Shui Jin Gui"", Aged Oolong, Heavily Roasted, A+++ Wuyi Yancha.",100g,Other/Unspecified,Could not tell from the title - check manually,19.99,100.0,0.1999,2008,True,https://kingteamall.com/products/2008-year-shui-jin-gui-aged-oolong-heavy-roasted-wuyi-yancha
King Tea Mall,Raw Puer,,Puerh Raw Tea Sheng Cha,"2004 ChangTai ""Ban Na Yun Wu Yuan Cha"" (Banna Cloudy Foggy Wild Tea) Cake 400g Puerh Raw Tea Sheng Cha",100g,Whole Cake,"A whole pressed tea cake, brick, or tuo",19.99,100.0,0.1999,2004,True,https://kingteamall.com/products/2004-changtai-ban-na-yun-wu-yuan-cha-banna-cloudy-foggy-wild-tea-cake-400g-puerh-raw-tea-sheng-cha
King Tea Mall,Raw Puer,,Puerh Raw Tea Sheng Cha,"2004 XiaGuan ""Jia Ji"" (1st Grade) Tuo 100g Puerh Sheng Cha Raw Tea",Individual Tuo,Whole Cake,"A whole pressed tea cake, brick, or tuo",19.99,100.0,0.1999,2004,True,https://kingteamall.com/products/2004-xiaguan-jia-ji-1st-grade-tuo-100g-puerh-sheng-cha-raw-tea-2
King Tea Mall,Raw Puer,,Puerh Raw Tea Sheng Cha,"2019 Xiaguan - JingYeHao ""XY - Luo Shui Dong"" (Yiwu Luoshuidong) Brick 100g Puerh Raw Tea Sheng Cha",Individual Brick,Whole Cake,"A whole pressed tea cake, brick, or tuo",19.99,100.0,0.1999,2019,True,https://kingteamall.com/products/2019-jingyehao-xy-luo-shui-dong-yiwu-luoshuidong-brick-100g-puerh-raw-tea-sheng-cha
King Tea Mall,Other,,Puerh Ripe Tea Shou Cha,"2010 LiMing ""Chen Nian Cha Tou"" (Old Tea Head) Brick 250g Puerh Ripe Tea Shou Cha",100g,Whole Cake,"A whole pressed tea cake, brick, or tuo",19.99,100.0,0.1999,2010,True,https://kingteamall.com/products/2010-liming-chen-nian-cha-tou-old-tea-head-brick-250g-puerh-ripe-tea-shou-cha
King Tea Mall,Raw Puer,,Puerh Raw Tea Sheng Cha,"2005 ChangTai ""Chen Hong Chang - Yi Wu - Ji Pin"" (Yiwu - Premium) Cake 400g Puerh Raw Tea Sheng Cha",100g,Whole Cake,"A whole pressed tea cake, brick, or tuo",19.99,100.0,0.1999,2005,True,https://kingteamall.com/products/2004-changtai-chen-hong-chang-yi-wu-yiwu-cake-400g-puerh-raw-tea-sheng-cha
King Tea Mall,Other,,Puerh Ripe Tea Shou Cha,"2007 DaYi ""8592"" Cake 357g Puerh Shou Cha Ripe Tea",100g,Whole Cake,"A whole pressed tea cake, brick, or tuo",19.99,100.0,0.1999,2007,True,https://kingteamall.com/products/2007-dayi-8592-cake-357g-puerh-sheng-cha-raw-tea
King Tea Mall,Other,,Puerh Ripe Tea Shou Cha,"2019 DaYi ""Yi Yuan Su"" ( Original Beneficial Factors - 2nd Gen.) Cake 357g Puerh Shou Cha Ripe Tea, 1st Batch",100g,Whole Cake,"A whole pressed tea cake, brick, or tuo",19.99,100.0,0.1999,2019,True,https://kingteamall.com/products/2019-dayi-yi-yuan-su-original-beneficial-factors-2nd-gen-cake-357g-puerh-shou-cha-ripe-tea
King Tea Mall,Other,,"Dark Tea, Fu Tea","2011 XiangYi Fu Tea ""Tian He"" Brick 380g Dark Tea, Fu Cha, Hunan",100g,Whole Cake,"A whole pressed tea cake, brick, or tuo",19.99,100.0,0.1999,2011,True,https://kingteamall.com/products/2013-xiangyi-fucha-tian-he-brick-380g-dark-tea-hunan
King Tea Mall,Oolong,,WuYi YanCha (Cliff Oolong),"[Dec.03.2024 Updated] Spring ""Tie Luo Han"" (Iron Arhat) Medium-Heavy Roasted A++++ Grade Wuyi Yancha Oolong Tea",100g,Other/Unspecified,Could not tell from the title - check manually,19.99,100.0,0.1999,2024,False,https://kingteamall.com/products/2019-spring-tie-luo-han-medium-heavy-roasted-superior-grade-wuyi-yancha-oolong-tea
King Tea Mall,Oolong,,WuYi YanCha (Cliff Oolong),"[July 15, 2026 Updated ] Spring ""Shui Jin Gui"" Medium-Heavy Roasted A++++ Grade Wuyi Yancha Oolong Tea",100g,Other/Unspecified,Could not tell from the title - check manually,19.99,100.0,0.1999,2026,True,https://kingteamall.com/products/2019-spring-shui-jin-gui-medium-heavy-roasted-superior-grade-wuyi-yancha-oolong-tea
King Tea Mall,Oolong,,WuYi YanCha (Cliff Oolong),"Spring ""Ban Tian Yao"" Medium-Heavy Roasted Superior Grade Wuyi Yancha Oolong Tea",100g,Other/Unspecified,Could not tell from the title - check manually,19.99,100.0,0.1999,,False,https://kingteamall.com/products/2019-spring-ban-tian-yao-medium-heavy-roasted-superior-grade-wuyi-yancha-oolong-tea
King Tea Mall,Raw Puer,,Puerh Raw Tea Sheng Cha,"2008 LaoTongZhi ""9948"" Cake 357g Puerh Sheng Cha Raw Tea",100g,Tong,A tong: a bundle of multiple whole cakes (commonly 5-7),19.99,100.0,0.1999,2008,True,https://kingteamall.com/products/2008-laotongzhi-9948-cake-357g-puerh-sheng-cha-raw-tea
King Tea Mall,Raw Puer,,Puerh Raw Tea Sheng Cha,"2006 XiaGuan ""Te Ji"" (Special Grade) Tuo 100g Puerh Sheng Cha Raw Tea",Individual Tuo,Whole Cake,"A whole pressed tea cake, brick, or tuo",19.99,100.0,0.1999,2006,True,https://kingteamall.com/products/2006-xiaguan-te-ji-special-grade-tuo-100g-puerh-sheng-cha-raw-tea-1
King Tea Mall,Other,,Puerh Ripe Tea Shou Cha,"2014 MengKu RongShi ""Mu Ye Chun"" (Mellow Tree Leaf) Cake 100g*5pcs Puerh Ripe Tea Shou Cha",1pcs (100g),Whole Cake,"A whole pressed tea cake, brick, or tuo",19.99,100.0,0.1999,2014,True,https://kingteamall.com/products/2014-mengku-rongshi-mu-ye-chun-mellow-tree-leaf-cake-100g-5pcs-puerh-ripe-tea-shou-cha
King Tea Mall,Other,,Puerh Ripe Tea Shou Cha,"2007 MengKu RongShi ""Gong Ting"" (Palace) Cake 400g Puerh Ripe Tea Shou Cha",100g,Whole Cake,"A whole pressed tea cake, brick, or tuo",19.99,100.0,0.1999,2007,True,https://kingteamall.com/products/2007-mengku-rongshi-gong-ting-palace-cake-400g-puerh-ripe-tea-shou-cha
King Tea Mall,Raw Puer,,Puerh Raw Tea Sheng Cha,"2006 MengKu RongShi ""Gu Hua Cha"" (Autumn Flavor) Cake 400g Puerh Raw Tea Sheng Cha",100g,Whole Cake,"A whole pressed tea cake, brick, or tuo",19.99,100.0,0.1999,2006,True,https://kingteamall.com/products/2006-mengku-rongshi-gu-hua-cha-autumn-flavor-cake-400g-puerh-raw-tea-sheng-cha
King Tea Mall,Raw Puer,,Puerh Raw Tea Sheng Cha,"2004 XiaGuan ""Jia Ji"" (1st Grade) Tuo 100g Puerh Sheng Cha Raw Tea",Individual Tuo,Whole Cake,"A whole pressed tea cake, brick, or tuo",19.99,100.0,0.1999,2004,True,https://kingteamall.com/products/2004-xiaguan-jia-ji-1st-grade-tuo-100g-puerh-sheng-cha-raw-tea-1
King Tea Mall,Raw Puer,,Puerh Raw Tea Sheng Cha,"2005 XiaGuan ""8633"" Cake 357g Puerh Raw Tea Sheng Cha",100g,Whole Cake,"A whole pressed tea cake, brick, or tuo",19.99,100.0,0.1999,2005,True,https://kingteamall.com/products/2005-xiaguan-8633-cake-357g-puerh-raw-tea-sheng-cha
King Tea Mall,Raw Puer,,Puerh Raw Tea Sheng Cha,"2005 XiaGuan ""Yu Shang"" (Royal Tuo) 200g Puerh Raw Tea Sheng Cha",100g,Whole Cake,"A whole pressed tea cake, brick, or tuo",19.99,100.0,0.1999,2005,True,https://kingteamall.com/products/2005-xiaguan-yu-shang-royal-tuo-200g-puerh-raw-tea-sheng-cha
King Tea Mall,Raw Puer,,Puerh Raw Tea Sheng Cha,"2005 XiaGuan ""Cang Er"" Tuo 250g Puerh Sheng Cha Raw Tea",100g,Whole Cake,"A whole pressed tea cake, brick, or tuo",19.99,100.0,0.1999,2005,True,https://kingteamall.com/products/2005-xiaguan-cang-er-tuo-250g-puerh-sheng-cha-raw-tea
King Tea Mall,Raw Puer,,Puerh Raw Tea Sheng Cha,"2004 XiaGuan ""Cang Er"" Tuo 100g Puerh Sheng Cha Raw Tea",Individual Tuo,Whole Cake,"A whole pressed tea cake, brick, or tuo",19.99,100.0,0.1999,2004,True,https://kingteamall.com/products/2004-xiaguan-cang-er-tuo-100g-puerh-sheng-cha-raw-tea
King Tea Mall,Raw Puer,,Puerh Raw Tea Sheng Cha,"2006 XiaGuan ""Sheng Tai"" (Organic) Tuo 200g Puerh Raw Tea Sheng Cha",100g,Whole Cake,"A whole pressed tea cake, brick, or tuo",19.99,100.0,0.1999,2006,True,https://kingteamall.com/products/2006-xiaguan-sheng-tai-organic-tuo200g-puerh-raw-tea-sheng-cha
King Tea Mall,Raw Puer,,Puerh Raw Tea Sheng Cha,"2006 XiaGuan ""Ma Bei"" (Horse Back) Tuo 250g Puerh Sheng Cha Raw Tea",100g,Whole Cake,"A whole pressed tea cake, brick, or tuo",19.99,100.0,0.1999,2006,True,https://kingteamall.com/products/2006-xiaguan-ma-bei-horse-back-tuo-250g-puerh-sheng-cha-raw-tea
King Tea Mall,Other,,Puerh Ripe Tea Shou Cha,"2006 XiaGuan ""Xiao Fa"" (Sell to France) Tuo 100g Puerh Ripe Tea Shou Cha",Individual Tuo,Whole Cake,"A whole pressed tea cake, brick, or tuo",19.99,100.0,0.1999,2006,True,https://kingteamall.com/products/2006-xiaguan-xiao-fa-sell-to-france-tuo-100g-puerh-sheng-cha-raw-tea
King Tea Mall,Raw Puer,,Puerh Raw Tea Sheng Cha,"2006 XiaGuan ""8633"" Cake 357g Puerh Raw Tea Sheng Cha",100g,Whole Cake,"A whole pressed tea cake, brick, or tuo",19.99,100.0,0.1999,2006,True,https://kingteamall.com/products/2006-xiaguan-8633-cake-357g-puerh-raw-tea-sheng-cha
King Tea Mall,Raw Puer,,Puerh Raw Tea Sheng Cha,"2006 XiaGuan ""8613"" Cake 357g Puerh Raw Tea Sheng Cha",100g,Whole Cake,"A whole pressed tea cake, brick, or tuo",19.99,100.0,0.1999,2006,True,https://kingteamall.com/products/2007-xiaguan-8613-cake-357g-puerh-raw-tea-sheng-cha-1
King Tea Mall,Raw Puer,,Puerh Raw Tea Sheng Cha,"2006 XiaGuan ""8653"" Cake 357g Puerh Raw Tea Sheng Cha",100g,Whole Cake,"A whole pressed tea cake, brick, or tuo",19.99,100.0,0.1999,2006,True,https://kingteamall.com/products/2006-xiaguan-8653-cake-357g-puerh-raw-tea-sheng-cha
King Tea Mall,Raw Puer,,Puerh Raw Tea Sheng Cha,"2007 XiaGuan ""Si Hao"" (No.4) Cake 357g Puerh Raw Tea Sheng Cha",100g,Whole Cake,"A whole pressed tea cake, brick, or tuo",19.99,100.0,0.1999,2007,True,https://kingteamall.com/products/2007-xiaguan-si-hao-no-4-cake-357g-puerh-raw-tea-sheng-cha
King Tea Mall,Raw Puer,,Puerh Raw Tea Sheng Cha,"2011 XiaGuan ""Zi Yun Hao"" (Purple Cloud) Iron Cake 357g Puerh Raw Tea Sheng Cha",100g,Whole Cake,"A whole pressed tea cake, brick, or tuo",19.99,100.0,0.1999,2011,True,https://kingteamall.com/products/2011-xiaguan-zi-yun-hao-purple-cloud-iron-cake-357g-puerh-raw-tea-sheng-cha
King Tea Mall,Raw Puer,,Puerh Raw Tea Sheng Cha,"2015 XiaGuan ""Nan Zhao Zhen Cang"" (Nanzhao Collectible) Brick 1000g Puerh Raw Tea Sheng Cha",Sample 100g,Sample,Small sample-size portion of a tea,19.99,100.0,0.1999,2015,True,https://kingteamall.com/products/2015-xiaguan-nan-zhao-zhen-cang-valuable-brick-1000g-puerh-raw-tea-sheng-cha
